step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
291,CASH_OUT,583.46,C223326016,32149.58,31566.12,M195000592,66317.05,66900.51,0,0
292,CASH_IN,5534.65,C918678976,35170.64,29635.99,M293417765,71751.34,77285.98,0,0
293,CASH_IN,2664.35,C454790836,20821.64,18157.28,M930980569,17687.67,20352.02,0,0
294,TRANSFER,1306.32,C622964238,29589.25,28282.93,M881086557,67254.63,68560.95,0,0
295,CASH_IN,203.07,C213321482,83848.1,83645.03,M746395902,59061.6,59264.68,0,0
296,CASH_IN,175.2,C501765299,52679.45,52504.25,M923333547,58074.21,58249.41,0,0
297,TRANSFER,2198.2,C912116393,7994.52,5796.32,M749316718,91880.33,94078.53,0,0
298,PAYMENT,49.62,C436112836,38736.03,38686.4,M722731508,48372.85,48422.47,0,0
299,CASH_OUT,2143.48,C870577158,5205.13,3061.65,M416237499,7112.05,9255.53,0,0
300,TRANSFER,2369.54,C791224046,56410.47,54040.93,M777497387,96233.93,98603.46,0,0
301,PAYMENT,1559.93,C316931647,75112.66,73552.73,M811367136,13290.43,14850.36,0,0
302,TRANSFER,629.62,C700326095,11761.36,11131.74,M460434911,51153.12,51782.74,0,0
303,TRANSFER,4322.1,C448783960,67430.0,63107.9,M135153913,62597.43,66919.53,0,0
304,CASH_IN,327.4,C298026363,88080.64,87753.25,M111955097,26728.33,27055.73,0,0
305,PAYMENT,749.34,C277122115,35342.35,34593.01,M960436353,32195.19,32944.52,0,0
306,CASH_OUT,5552.74,C269808783,52237.97,46685.24,M415773533,91823.04,97375.78,0,0
307,CASH_IN,1460.35,C501397404,65533.72,64073.37,M248399806,53381.72,54842.07,0,0
308,CASH_OUT,798.61,C190647152,33068.84,32270.23,M555637794,90750.78,91549.39,0,0
309,TRANSFER,330.72,C546025747,43016.28,42685.56,M692030279,57675.33,58006.05,0,0
310,CASH_OUT,425.68,C685627757,76508.03,76082.35,M206886444,10208.23,10633.91,0,0
311,CASH_IN,437.98,C830525362,65338.49,64900.52,M120900641,67516.57,67954.54,0,0
312,CASH_OUT,1676.48,C997425426,11751.59,10075.11,M538660503,83445.65,85122.13,0,0
313,DEBIT,1908.07,C421271423,75276.75,73368.68,M193107190,88004.04,89912.11,0,0
314,CASH_IN,1778.75,C220517097,61435.35,59656.59,M973845876,11286.57,13065.33,0,0
315,PAYMENT,5050.26,C613890025,46979.02,41928.76,M216695179,27477.8,32528.06,0,0
316,TRANSFER,4936.93,C742872355,87076.5,82139.57,M797501691,7107.84,12044.78,0,0
317,DEBIT,1155.0,C554125266,25509.67,24354.66,M985073244,95301.73,96456.73,0,0
318,TRANSFER,7234.11,C847639441,98821.97,91587.87,M403214736,66463.05,73697.15,0,0
319,CASH_OUT,4546.05,C713828276,50854.0,46307.96,M737589294,40179.95,44726.0,0,0
320,PAYMENT,2236.13,C272751190,23218.47,20982.34,M352350151,68056.97,70293.1,0,0
321,TRANSFER,2351.8,C540388328,82969.84,80618.04,M101507762,81921.59,84273.39,0,0
322,DEBIT,361.98,C894212968,9369.48,9007.5,M336302625,66139.5,66501.48,0,0
323,TRANSFER,4413.99,C600216008,23431.77,19017.77,M286278628,30801.25,35215.24,0,0
324,DEBIT,6476.21,C614233956,76353.45,69877.23,M862345477,53892.34,60368.55,0,0
325,CASH_IN,3441.47,C100975407,37137.47,33696.0,M634543576,81088.78,84530.25,0,0
326,CASH_IN,376.49,C787914822,50107.26,49730.77,M439719263,83609.04,83985.52,0,0
327,CASH_OUT,74.19,C716154769,29859.88,29785.69,M331561926,91766.34,91840.53,0,0
328,TRANSFER,1601.25,C488702336,77675.26,76074.01,M153543087,66897.86,68499.1,0,0
329,DEBIT,713.7,C181492404,17065.84,16352.14,M974960333,33559.19,34272.88,0,0
330,CASH_OUT,320.68,C471065285,43923.7,43603.02,M636129805,30234.08,30554.76,0,0
331,PAYMENT,1587.2,C750220629,50767.26,49180.06,M896467278,92177.51,93764.71,0,0
332,PAYMENT,2212.23,C473859977,38491.84,36279.62,M703330659,24400.66,26612.89,0,0
333,CASH_IN,77.98,C774816436,45225.66,45147.68,M254409681,94670.54,94748.52,0,0
334,CASH_IN,1675.17,C443634236,11222.83,9547.66,M906625064,43592.09,45267.26,0,0
335,TRANSFER,534.03,C197394984,79438.69,78904.67,M625898612,2406.22,2940.25,0,0
336,DEBIT,677.3,C323410711,90543.15,89865.84,M919325872,84010.87,84688.17,0,0
337,DEBIT,3391.87,C191377859,37069.18,33677.32,M750592544,31608.47,35000.33,0,0
338,PAYMENT,3608.76,C454566563,13975.57,10366.81,M416328066,44573.83,48182.6,0,0
339,CASH_IN,4420.98,C757561746,2635.93,0.0,M235071780,88217.56,92638.54,0,0
340,CASH_IN,1799.44,C687761102,26902.9,25103.45,M863316488,86758.96,88558.4,0,0
341,DEBIT,852.26,C581596207,58919.64,58067.38,M374248591,9242.39,10094.65,0,0
342,DEBIT,2297.72,C830258508,50409.05,48111.33,M251565876,13547.53,15845.26,0,0
343,CASH_IN,3085.49,C465182746,9787.28,6701.79,M749318734,62628.46,65713.95,0,0
344,DEBIT,1063.47,C876830522,27756.74,26693.28,M876446324,80699.27,81762.74,0,0
345,CASH_OUT,201.6,C796031772,20655.53,20453.93,M850388906,93899.68,94101.28,0,0
346,CASH_OUT,777.45,C753181766,83551.86,82774.4,M630258788,17705.68,18483.13,0,0
347,CASH_IN,2100.23,C824487487,30688.73,28588.5,M591036312,14496.21,16596.44,0,0
348,CASH_OUT,1339.51,C930425699,59910.6,58571.08,M323455190,5235.5,6575.01,0,0
349,PAYMENT,3358.9,C400516562,17312.68,13953.78,M723086091,57293.5,60652.4,0,0
350,CASH_IN,802.72,C761223828,17606.34,16803.62,M419705025,35377.86,36180.58,0,0
351,CASH_OUT,996.01,C793017227,67424.05,66428.04,M446848807,94587.88,95583.89,0,0
352,CASH_OUT,4182.14,C730147316,72693.51,68511.37,M820001348,17782.17,21964.31,0,0
353,DEBIT,1115.24,C682787845,78191.72,77076.48,M744099924,99795.69,100910.93,0,0
354,CASH_OUT,960.13,C956896726,59371.7,58411.57,M912287232,64083.94,65044.07,0,0
355,CASH_OUT,645.98,C869561525,12969.4,12323.41,M426270477,65281.66,65927.65,0,0
356,CASH_OUT,114.85,C250578339,38256.91,38142.05,M549250295,81748.72,81863.58,0,0
357,DEBIT,2093.33,C681116392,78578.62,76485.29,M645429563,31478.03,33571.37,0,0
358,CASH_OUT,3269.06,C114251988,50307.43,47038.37,M107388781,90886.26,94155.31,0,0
359,CASH_OUT,4243.98,C212178666,4117.46,0.0,M152819543,86665.51,90909.5,0,0
360,TRANSFER,1612.14,C651779540,24774.34,23162.2,M313081262,46311.24,47923.38,0,0
361,CASH_IN,235.88,C761771965,8937.38,8701.5,M570344329,84190.84,84426.72,0,0
362,DEBIT,3874.72,C659293765,32525.3,28650.58,M173181449,57630.44,61505.16,0,0
363,CASH_OUT,1214.29,C440211549,98097.33,96883.04,M657506490,56222.39,57436.68,0,0
364,TRANSFER,801.92,C372940967,91500.02,90698.1,M565884513,76169.35,76971.27,0,0
365,CASH_IN,1329.82,C101063362,67303.21,65973.39,M622448917,70194.67,71524.49,0,0
366,CASH_IN,679.03,C179329830,57841.58,57162.55,M838515517,5774.41,6453.44,0,0
367,CASH_IN,2649.19,C834131851,971.18,0.0,M617217829,53376.51,56025.7,0,0
368,CASH_OUT,72.28,C753992048,2563.43,2491.15,M679192119,12975.33,13047.62,0,0
369,DEBIT,237.1,C933800530,5491.48,5254.38,M366856001,41421.13,41658.23,0,0
370,TRANSFER,1672.21,C188027314,47253.1,45580.89,M227686545,83961.14,85633.36,0,0
371,CASH_OUT,294.66,C541811826,2813.74,2519.08,M839345120,83424.92,83719.58,0,0
372,DEBIT,1270.78,C662758178,98047.61,96776.82,M189105375,7373.43,8644.21,0,0
373,TRANSFER,1313.83,C510711472,17050.07,15736.24,M444877368,45931.0,47244.83,0,0
374,PAYMENT,786.14,C383087785,24744.34,23958.2,M178149232,19565.18,20351.31,0,0
375,CASH_IN,5173.27,C710126426,49888.47,44715.19,M964434749,11316.7,16489.98,0,0
376,CASH_IN,266.74,C163128783,40826.0,40559.26,M834368294,66417.34,66684.08,0,0
377,DEBIT,105504.01,C101749683,62169.42,0.0,M833700962,13307.73,118811.75,1,1
378,CASH_IN,754.24,C753134311,83443.49,82689.25,M208928812,10563.6,11317.84,0,0
379,DEBIT,3132.36,C861636585,71449.87,68317.52,M360008367,26299.26,29431.62,0,0
380,PAYMENT,1662.71,C422031460,93271.77,91609.07,M493838727,13834.39,15497.1,0,0
381,TRANSFER,757.59,C214593172,80232.73,79475.14,M925433245,37119.49,37877.08,0,0
382,TRANSFER,1734.73,C754575898,70706.94,68972.21,M819635242,28344.18,30078.91,0,0
383,CASH_OUT,1024.97,C998594307,92059.32,91034.35,M441821284,1360.17,2385.14,0,0
384,DEBIT,374.2,C264263487,53698.3,53324.1,M632929681,72869.16,73243.36,0,0
385,PAYMENT,864.17,C610863395,18651.03,17786.86,M235425309,43971.45,44835.62,0,0
386,CASH_OUT,2226.12,C496506474,48901.7,46675.58,M839837657,19147.73,21373.85,0,0
387,CASH_IN,481.25,C805775654,83821.09,83339.84,M859698886,94370.19,94851.45,0,0
388,CASH_OUT,1942.72,C820533800,62572.5,60629.78,M325279581,69821.52,71764.24,0,0
389,PAYMENT,710.52,C376090137,89637.58,88927.05,M866327987,61450.17,62160.7,0,0
390,TRANSFER,478.89,C943281805,98612.64,98133.74,M643845979,42344.05,42822.94,0,0
391,CASH_IN,891.85,C476103568,93146.5,92254.65,M217470995,66188.59,67080.44,0,0
392,PAYMENT,2839.32,C713931629,69560.01,66720.68,M100816048,68272.26,71111.58,0,0
393,DEBIT,1601.8,C760134512,17392.21,15790.41,M204490650,33450.99,35052.79,0,0
394,PAYMENT,108.1,C981376758,95315.82,95207.72,M222128368,21766.94,21875.04,0,0
395,TRANSFER,2408.14,C107885236,93567.56,91159.42,M196305162,56219.17,58627.31,0,0
396,CASH_OUT,394.47,C180555644,17432.89,17038.42,M112631383,14666.41,15060.88,0,0
397,TRANSFER,948.43,C218377536,32631.0,31682.57,M484433711,37864.84,38813.26,0,0
398,CASH_IN,761.39,C823410432,51823.66,51062.28,M258421595,21783.55,22544.94,0,0
399,CASH_IN,3893.03,C580289796,42560.24,38667.21,M655059021,29411.82,33304.85,0,0
400,PAYMENT,2501.88,C938969303,2603.85,101.97,M997089121,41149.3,43651.17,0,0
401,DEBIT,2812.31,C954265086,74741.31,71929.0,M872469942,82340.14,85152.45,0,0
402,DEBIT,2515.94,C759931114,20936.72,18420.78,M827551301,47571.13,50087.08,0,0
403,DEBIT,2018.19,C666622493,68344.14,66325.95,M772265117,265.79,2283.98,0,0
404,PAYMENT,421765.62,C419613045,68589.46,0.0,M474705444,65754.2,487519.81,1,0
405,CASH_IN,3460.09,C902970142,35698.61,32238.52,M923153085,96707.5,100167.59,0,0
406,TRANSFER,2174.93,C921745801,93731.21,91556.28,M366777694,20873.61,23048.54,0,0
407,CASH_IN,401362.85,C919606366,91260.41,0.0,M454216156,74487.38,475850.24,1,1
408,CASH_IN,1493.9,C141290358,78155.55,76661.65,M607111049,9349.47,10843.37,0,0
409,CASH_OUT,780.97,C979300152,78835.84,78054.87,M302606016,20153.65,20934.62,0,0
410,CASH_OUT,3078.52,C356511759,51629.42,48550.9,M207192847,78816.87,81895.39,0,0
411,TRANSFER,3065.3,C855708144,79186.61,76121.31,M964647565,43946.22,47011.52,0,0
412,CASH_OUT,370.19,C442607260,89402.37,89032.18,M250875231,76610.65,76980.84,0,0
413,CASH_IN,6770.5,C355759123,83775.42,77004.93,M372527099,60871.74,67642.24,0,0
414,PAYMENT,3941.15,C946016854,81834.6,77893.45,M300864750,78200.69,82141.84,0,0
415,CASH_IN,3790.18,C328543786,53030.75,49240.56,M765983864,33025.23,36815.41,0,0
416,DEBIT,207.32,C267337177,12367.22,12159.9,M299508906,2716.55,2923.88,0,0
417,CASH_IN,3525.89,C511798709,66063.6,62537.71,M475455466,89725.06,93250.95,0,0
418,CASH_IN,6073.6,C829859610,76908.44,70834.83,M762782365,17340.25,23413.86,0,0
419,TRANSFER,1406.59,C699197831,3398.62,1992.03,M168516481,48220.7,49627.29,0,0
420,CASH_OUT,615.9,C330293231,98280.88,97664.98,M865325358,36884.33,37500.23,0,0
421,DEBIT,2086.83,C878235400,54293.27,52206.44,M708758972,92645.47,94732.3,0,0
422,PAYMENT,508.34,C290313445,32423.46,31915.13,M958443702,31187.18,31695.52,0,0
423,CASH_IN,3901.42,C372908710,81945.64,78044.22,M559643931,13302.38,17203.8,0,0
424,TRANSFER,4537.15,C630666626,42149.8,37612.65,M677798201,1504.26,6041.41,0,0
425,TRANSFER,961.25,C323090693,25289.63,24328.38,M747952155,3091.88,4053.13,0,0
426,CASH_OUT,20.29,C282241264,97178.22,97157.93,M126026329,58992.56,59012.85,0,0
427,PAYMENT,1071.34,C123281397,33234.27,32162.93,M594385846,26828.96,27900.3,0,0
428,CASH_IN,139.6,C845478157,11210.54,11070.93,M939373400,65070.29,65209.89,0,0
429,PAYMENT,1547.19,C770403560,34870.0,33322.81,M848446346,56309.59,57856.78,0,0
430,PAYMENT,192.44,C950752438,76459.53,76267.09,M431416853,67668.8,67861.24,0,0
431,CASH_IN,469.01,C990178729,6829.84,6360.84,M816582414,37217.46,37686.46,0,0
432,PAYMENT,5671.21,C895791119,33460.27,27789.06,M545070618,80227.04,85898.25,0,0
433,DEBIT,1571.91,C309036243,7659.61,6087.7,M527389121,4509.45,6081.36,0,0
434,DEBIT,1588.44,C696122022,2287.58,699.14,M289709353,16821.62,18410.06,0,0
435,TRANSFER,1211.59,C723003280,39443.53,38231.94,M291771743,83950.97,85162.56,0,0
436,PAYMENT,635.49,C544100529,44938.48,44302.99,M437533490,44545.27,45180.75,0,0
437,CASH_OUT,4363.22,C523370691,63306.29,58943.07,M247542735,77993.84,82357.06,0,0
438,DEBIT,1450.87,C817868955,9057.59,7606.72,M388521007,42810.61,44261.48,0,0
439,PAYMENT,757.61,C319181674,18082.85,17325.24,M478403294,27544.1,28301.71,0,0
440,CASH_OUT,4236.84,C636349988,27151.59,22914.75,M568869699,65979.76,70216.6,0,0
441,CASH_IN,1287.67,C506557213,62005.59,60717.91,M197233107,33236.67,34524.35,0,0
442,CASH_OUT,1005.15,C752826754,74480.46,73475.31,M142851561,54689.86,55695.01,0,0
443,DEBIT,6508.88,C650909027,68420.17,61911.28,M578049815,53579.55,60088.43,0,0
444,TRANSFER,1657.74,C240975239,5600.53,3942.8,M783461377,89728.89,91386.63,0,0
445,PAYMENT,1243.83,C781473472,6028.96,4785.13,M735206638,98027.47,99271.3,0,0
446,CASH_OUT,2462.98,C574504915,78144.67,75681.69,M763017091,2096.89,4559.87,0,0
447,PAYMENT,981.51,C973148327,43358.13,42376.62,M818681158,48910.28,49891.79,0,0
448,DEBIT,130.44,C721307302,72453.61,72323.17,M740335056,31612.26,31742.7,0,0
449,CASH_OUT,1471.5,C848238734,54671.09,53199.59,M350993790,65648.86,67120.35,0,0
450,DEBIT,2315.75,C857025537,23078.13,20762.38,M930761346,78300.98,80616.72,0,0
451,DEBIT,371.2,C152644450,1440.52,1069.32,M677422724,24474.14,24845.34,0,0
452,TRANSFER,2380.5,C524066678,26173.42,23792.92,M908202723,77694.1,80074.6,0,0
453,PAYMENT,315.84,C381458775,62816.08,62500.25,M238025821,95462.86,95778.7,0,0
454,DEBIT,1114.26,C559225020,20191.99,19077.73,M748575628,57546.42,58660.67,0,0
455,PAYMENT,2601.99,C153626082,40983.03,38381.05,M371000764,34552.5,37154.48,0,0
456,CASH_IN,86395.71,C434211062,86730.69,334.97,M601077186,1280.25,87675.97,1,1
457,CASH_OUT,6403.37,C725649553,95003.14,88599.78,M469019722,43648.69,50052.06,0,0
458,PAYMENT,2011.22,C950035426,73002.72,70991.5,M701873557,58550.93,60562.15,0,0
459,PAYMENT,177.28,C901926851,4665.97,4488.69,M575643889,65271.85,65449.13,0,0
460,TRANSFER,1735.85,C381367599,98967.78,97231.92,M812687942,17295.37,19031.22,0,0
461,TRANSFER,6525.56,C739806531,89321.21,82795.65,M774595845,34682.09,41207.64,0,0
462,TRANSFER,480.21,C609635264,67567.61,67087.39,M763914848,33490.24,33970.46,0,0
463,DEBIT,3823.23,C943630995,3315.43,0.0,M579545224,91175.43,94998.66,0,0
464,TRANSFER,14.07,C283760677,46987.8,46973.74,M154737171,10809.48,10823.55,0,0
465,CASH_OUT,456.07,C237302102,8913.89,8457.81,M368352342,50205.91,50661.99,0,0
466,CASH_OUT,1132.64,C850973153,56703.45,55570.81,M931426464,41755.13,42887.77,0,0
467,CASH_OUT,416.49,C586435135,35818.21,35401.72,M763986156,80507.43,80923.92,0,0
468,CASH_IN,1658.09,C198940308,45419.84,43761.75,M888852787,46422.31,48080.4,0,0
469,TRANSFER,4298.24,C980593844,77326.79,73028.55,M868879520,33378.66,37676.91,0,0
470,CASH_OUT,252.9,C230482342,49037.02,48784.12,M751730119,77262.73,77515.63,0,0
471,TRANSFER,29.84,C384929684,41730.85,41701.01,M141452713,69076.11,69105.95,0,0
472,PAYMENT,332.0,C942869816,29577.82,29245.83,M571640292,8211.91,8543.91,0,0
473,TRANSFER,1452.63,C344034627,2602.5,1149.87,M607920434,14550.97,16003.6,0,0
474,DEBIT,3476.46,C131453216,36057.66,32581.21,M242890532,5932.63,9409.09,0,0
475,DEBIT,3530.76,C935207006,35409.49,31878.73,M341621363,80828.35,84359.11,0,0
476,PAYMENT,1657.46,C939317342,73265.8,71608.34,M457440452,41407.43,43064.89,0,0
477,CASH_OUT,2740.83,C795425913,37586.27,34845.43,M111026488,6135.7,8876.53,0,0
478,PAYMENT,31.74,C188244836,84165.88,84134.14,M930708018,51400.65,51432.39,0,0
479,TRANSFER,3624.12,C932817837,12852.26,9228.15,M745263372,76291.16,79915.28,0,0
480,TRANSFER,236.26,C683887523,42103.09,41866.83,M231228622,91448.57,91684.83,0,0
481,PAYMENT,1818.29,C794012250,77623.1,75804.8,M329588426,96774.04,98592.34,0,0
482,PAYMENT,237.33,C541236095,91566.61,91329.28,M469977838,18271.65,18508.97,0,0
483,CASH_IN,378.74,C163937261,62996.4,62617.66,M551417762,59491.79,59870.53,0,0
484,CASH_IN,92.29,C585762125,74691.38,74599.09,M886403893,82359.31,82451.6,0,0
485,DEBIT,1849.66,C214050896,45966.99,44117.33,M681647793,73649.36,75499.02,0,0
486,DEBIT,1874.88,C768319304,21089.51,19214.63,M424227576,57891.95,59766.84,0,0
487,DEBIT,395.38,C383373181,26585.75,26190.37,M768346563,72504.38,72899.76,0,0
488,PAYMENT,753.66,C758992599,63100.7,62347.04,M134166158,62515.54,63269.19,0,0
489,TRANSFER,33.68,C713989152,22789.03,22755.34,M916165059,48668.41,48702.1,0,0
490,PAYMENT,1742.97,C149929451,96297.93,94554.96,M239697217,13101.13,14844.09,0,0
491,DEBIT,2054.76,C947821144,79056.23,77001.47,M799167324,83185.29,85240.05,0,0
492,DEBIT,5375.91,C495829543,83687.26,78311.35,M332747377,17830.96,23206.88,0,0
493,DEBIT,1401.74,C853657136,56839.87,55438.13,M624986920,49823.93,51225.67,0,0
494,CASH_OUT,786.52,C917965656,57055.47,56268.95,M297820220,64552.85,65339.37,0,0
495,TRANSFER,244.76,C878357260,31675.23,31430.47,M766120443,17472.57,17717.33,0,0
496,DEBIT,927.23,C550810416,99638.33,98711.09,M563207992,36211.62,37138.86,0,0
497,TRANSFER,5343.64,C725931468,2784.73,0.0,M595503208,61109.74,66453.39,0,0
498,CASH_IN,1111.19,C339746215,33413.54,32302.35,M975780910,87948.66,89059.85,0,0
499,DEBIT,207.41,C487576274,79438.44,79231.03,M576283152,51406.8,51614.21,0,0
500,DEBIT,5161.24,C500678307,69223.58,64062.34,M560227162,47111.2,52272.44,0,0
501,CASH_OUT,2561.68,C159967130,20749.95,18188.27,M898650292,1762.31,4324.0,0,0
502,CASH_OUT,1084.06,C266789930,90648.72,89564.66,M427061705,27309.24,28393.3,0,0
503,DEBIT,5132.7,C706979246,20202.62,15069.92,M820754997,45507.81,50640.51,0,0
504,PAYMENT,1077.63,C248887754,79807.74,78730.11,M990594173,57028.45,58106.08,0,0
505,DEBIT,6694.55,C189526704,17517.74,10823.18,M648880784,31153.23,37847.79,0,0
506,PAYMENT,408.91,C399294718,42179.41,41770.5,M830498388,89150.07,89558.98,0,0
507,PAYMENT,1040.71,C639785548,61681.61,60640.9,M183308705,15249.88,16290.59,0,0
508,CASH_OUT,561.8,C132792353,15538.47,14976.67,M525606046,21945.89,22507.69,0,0
509,DEBIT,1135.02,C195172866,61384.37,60249.34,M406690669,34798.64,35933.66,0,0
510,TRANSFER,6091.29,C957260390,69173.49,63082.19,M736420521,27997.35,34088.65,0,0
511,CASH_IN,5254.58,C190176311,85804.34,80549.76,M370469916,2153.2,7407.78,0,0
512,CASH_IN,633.24,C283607173,77572.76,76939.52,M294964079,57268.36,57901.6,0,0
513,PAYMENT,1180.55,C684221315,82026.16,80845.61,M140894242,76913.44,78094.0,0,0
514,TRANSFER,3772.92,C395808301,50970.41,47197.49,M369440928,95013.36,98786.28,0,0
515,DEBIT,352.32,C795624408,93326.88,92974.57,M112625205,56275.7,56628.02,0,0
516,PAYMENT,167.95,C173338041,48884.58,48716.63,M498074380,57937.78,58105.73,0,0
517,DEBIT,395.88,C132270496,70956.49,70560.61,M976589789,61416.81,61812.69,0,0
518,TRANSFER,3194.23,C614916659,36035.78,32841.55,M421203224,94786.67,97980.89,0,0
519,CASH_IN,5245.45,C562392064,66595.71,61350.27,M356752404,47320.28,52565.73,0,0
520,PAYMENT,2383.87,C302540899,16369.08,13985.21,M213109327,42189.62,44573.49,0,0
521,CASH_IN,582.48,C211092839,95847.87,95265.38,M195768180,97917.99,98500.47,0,0
522,DEBIT,801.15,C188252805,19944.98,19143.83,M235618775,14769.3,15570.45,0,0
523,CASH_OUT,2717.2,C466807481,66233.77,63516.58,M710819911,69481.07,72198.26,0,0
524,CASH_IN,520.96,C282212857,63608.42,63087.46,M492661951,47963.58,48484.54,0,0
525,CASH_OUT,326.53,C309189915,3940.08,3613.56,M290679079,86228.39,86554.92,0,0
526,DEBIT,278.61,C514073064,75018.03,74739.41,M901038718,19391.46,19670.08,0,0
527,TRANSFER,2230.59,C258695309,46121.59,43891.0,M779178705,40391.02,42621.61,0,0
528,TRANSFER,203.75,C491369742,54315.61,54111.86,M317638888,34359.04,34562.78,0,0
529,CASH_IN,2220.68,C945158710,93958.25,91737.57,M192592566,30405.79,32626.48,0,0
530,CASH_IN,160.86,C573777554,29181.63,29020.77,M780516846,64785.7,64946.56,0,0
531,CASH_IN,4052.33,C624244588,81644.72,77592.4,M863051391,46771.95,50824.28,0,0
532,PAYMENT,2745.16,C640886830,48108.43,45363.26,M857158176,74825.09,77570.26,0,0
533,DEBIT,273.26,C962903542,23938.52,23665.25,M723982150,57338.97,57612.23,0,0
534,CASH_OUT,128.43,C533548401,61265.16,61136.73,M876255998,45364.6,45493.03,0,0
535,CASH_OUT,2567.09,C481044537,31967.8,29400.71,M869960258,20994.54,23561.63,0,0
536,PAYMENT,938.36,C989801831,49790.72,48852.36,M111765611,82361.75,83300.11,0,0
537,DEBIT,778.53,C329291468,17184.68,16406.15,M857733629,12340.15,13118.68,0,0
538,PAYMENT,3498.91,C165546433,29720.24,26221.33,M329435937,41963.74,45462.65,0,0
539,TRANSFER,1158.81,C708672902,54720.45,53561.64,M368411723,67935.56,69094.37,0,0
540,CASH_IN,939.99,C100537303,23057.55,22117.56,M822397991,18060.35,19000.34,0,0
541,TRANSFER,551.11,C106848287,8492.25,7941.14,M935765519,31299.01,31850.12,0,0
542,CASH_IN,5639.42,C629847682,56099.83,50460.41,M387995754,83707.2,89346.62,0,0
543,CASH_IN,2755.66,C488789880,75988.65,73232.99,M261521223,5760.1,8515.77,0,0
544,DEBIT,2714.06,C346711978,71293.49,68579.43,M796124200,36961.24,39675.3,0,0
545,PAYMENT,264.05,C510928593,97744.66,97480.61,M216821881,70079.26,70343.32,0,0
546,CASH_OUT,37.74,C675605219,85177.94,85140.2,M752637738,88390.38,88428.12,0,0
547,CASH_IN,1024.53,C618984092,3847.54,2823.0,M840477886,65200.35,66224.89,0,0
548,DEBIT,2.02,C933667812,27385.52,27383.49,M773493631,70136.27,70138.29,0,0
549,CASH_OUT,2496.63,C488103161,3585.99,1089.36,M686572279,8421.32,10917.95,0,0
550,CASH_IN,2117.7,C516303517,50451.33,48333.63,M713729976,89161.69,91279.39,0,0
551,CASH_OUT,2989.58,C275937657,99051.51,96061.93,M717478265,99513.43,102503.01,0,0
552,DEBIT,3478.29,C739471172,24612.89,21134.59,M721520864,47262.02,50740.31,0,0
553,DEBIT,840.22,C370382764,7269.88,6429.66,M834286718,13873.89,14714.11,0,0
554,PAYMENT,1750.0,C740497479,13982.64,12232.65,M875658085,97551.68,99301.67,0,0
555,CASH_IN,1002.56,C733848368,5486.7,4484.13,M822210504,81485.9,82488.46,0,0
556,CASH_IN,714.93,C170445791,33669.5,32954.57,M328533527,49212.72,49927.65,0,0
557,CASH_IN,2635.08,C243267100,59611.27,56976.19,M929492077,49586.22,52221.3,0,0
558,CASH_IN,504.41,C677477332,98434.36,97929.95,M599734305,40817.63,41322.04,0,0
